Round 1: average_iterations = 121.0, average_time = 69.9060959815979, average_reward = 0.0, time = 69.9060959815979, reward = 0.0
Round 21: average_iterations = 98.95238095238095, average_time = 69.41010428610302, average_reward = 0.2635238095238095, time = 83.90247535705566, reward = 0.0
Round 22: average_iterations = 97.5909090909091, average_time = 68.2160380970348, average_reward = 0.2515454545454545, time = 43.14064812660217, reward = 0.0
Round 23: average_iterations = 97.6086956521739, average_time = 68.65689139780791, average_reward = 0.2406086956521739, time = 78.35566401481628, reward = 0.0
Round 24: average_iterations = 94.54166666666667, average_time = 66.42410612106323, average_reward = 0.24958333333333335, time = 15.070044755935669, reward = 0.456
Round 25: average_iterations = 94.12, average_time = 66.457258644104, average_reward = 0.26692, time = 67.25291919708252, reward = 0.683
Round 26: average_iterations = 94.61538461538461, average_time = 65.98832624692183, average_reward = 0.2566538461538462, time = 54.265016317367554, reward = 0.0
Round 27: average_iterations = 95.07407407407408, average_time = 66.3871661292182, average_reward = 0.24714814814814814, time = 76.75700306892395, reward = 0.0
Round 28: average_iterations = 97.03571428571429, average_time = 67.64314126968384, average_reward = 0.23832142857142857, time = 101.55447006225586, reward = 0.0
Round 29: average_iterations = 95.75862068965517, average_time = 66.87904446700523, average_reward = 0.2550344827586207, time = 45.484333992004395, reward = 0.723
Round 30: average_iterations = 96.6, average_time = 67.5248600880305, average_reward = 0.24653333333333333, time = 86.25351309776306, reward = 0.0
Round 31: average_iterations = 99.64516129032258, average_time = 69.51521809639469, average_reward = 0.23858064516129032, time = 129.22595834732056, reward = 0.0
Round 32: average_iterations = 102.5625, average_time = 71.15372735261917, average_reward = 0.231125, time = 121.947514295578, reward = 0.0
Round 33: average_iterations = 102.87878787878788, average_time = 71.1375857627753, average_reward = 0.2241212121212121, time = 70.6210548877716, reward = 0.0
Round 34: average_iterations = 104.11764705882354, average_time = 72.21784717195175, average_reward = 0.23138235294117648, time = 107.86647367477417, reward = 0.471
Round 35: average_iterations = 105.02857142857142, average_time = 72.19115121705191, average_reward = 0.22477142857142857, time = 71.28348875045776, reward = 0.0
Round 36: average_iterations = 103.80555555555556, average_time = 71.0460404223866, average_reward = 0.21852777777777777, time = 30.967162609100342, reward = 0.0
Round 37: average_iterations = 102.8108108108108, average_time = 70.44670574085133, average_reward = 0.2268108108108108, time = 48.870657205581665, reward = 0.525
Round 38: average_iterations = 102.47368421052632, average_time = 70.31541631096287, average_reward = 0.22084210526315787, time = 65.45770740509033, reward = 0.0
Round 39: average_iterations = 102.48717948717949, average_time = 69.98930432857611, average_reward = 0.21517948717948718, time = 57.59704899787903, reward = 0.0
Round 40: average_iterations = 101.775, average_time = 69.1596823990345, average_reward = 0.2098, time = 36.80442714691162, reward = 0.0
Round 41: average_iterations = 103.0, average_time = 70.2614147837569, average_reward = 0.20468292682926828, time = 114.3307101726532, reward = 0.0
Round 42: average_iterations = 103.38095238095238, average_time = 70.39504683017731, average_reward = 0.1998095238095238, time = 75.8739607334137, reward = 0.0
Round 43: average_iterations = 101.34883720930233, average_time = 68.97334190302116, average_reward = 0.21148837209302324, time = 9.261734962463379, reward = 0.702
Round 44: average_iterations = 103.0909090909091, average_time = 69.68243328549646, average_reward = 0.20668181818181816, time = 100.1733627319336, reward = 0.0
Round 45: average_iterations = 104.0, average_time = 70.32534237967597, average_reward = 0.20208888888888887, time = 98.61334252357483, reward = 0.0
Round 46: average_iterations = 103.47826086956522, average_time = 70.0102403578551, average_reward = 0.19769565217391302, time = 55.83064937591553, reward = 0.0
Round 47: average_iterations = 104.95744680851064, average_time = 70.32989817477286, average_reward = 0.19348936170212766, time = 85.03415775299072, reward = 0.0
Round 48: average_iterations = 103.79166666666667, average_time = 69.52533890803655, average_reward = 0.20414583333333333, time = 31.711053371429443, reward = 0.705
Round 49: average_iterations = 104.85714285714286, average_time = 70.51717019081116, average_reward = 0.1999795918367347, time = 118.12507176399231, reward = 0.0
Round 50: average_iterations = 104.32, average_time = 70.05550798416138, average_reward = 0.19598, time = 47.434059858322144, reward = 0.0
Round 51: average_iterations = 104.07843137254902, average_time = 69.53200470699983, average_reward = 0.19213725490196076, time = 43.35684084892273, reward = 0.0
Round 52: average_iterations = 104.01923076923077, average_time = 69.4546288389426, average_reward = 0.1884423076923077, time = 65.50845956802368, reward = 0.0
Round 53: average_iterations = 105.43396226415095, average_time = 70.35328942424846, average_reward = 0.18488679245283018, time = 117.0836398601532, reward = 0.0
Round 54: average_iterations = 106.25925925925925, average_time = 71.12819553746118, average_reward = 0.18146296296296296, time = 112.19821953773499, reward = 0.0
Round 55: average_iterations = 107.94545454545455, average_time = 71.39525831829418, average_reward = 0.17816363636363636, time = 85.81664848327637, reward = 0.0
Round 56: average_iterations = 107.46428571428571, average_time = 71.13736562643733, average_reward = 0.17498214285714284, time = 56.9532675743103, reward = 0.0
Round 57: average_iterations = 107.70175438596492, average_time = 71.32143484918694, average_reward = 0.17191228070175438, time = 81.6293113231659, reward = 0.0
Round 58: average_iterations = 107.62068965517241, average_time = 71.60654818189555, average_reward = 0.16894827586206895, time = 87.85800814628601, reward = 0.0
Round 59: average_iterations = 106.62711864406779, average_time = 70.9948179883472, average_reward = 0.177, time = 35.514466762542725, reward = 0.644
Round 60: average_iterations = 107.58333333333333, average_time = 71.3996721069018, average_reward = 0.17404999999999998, time = 95.28606510162354, reward = 0.0
Round 61: average_iterations = 106.31147540983606, average_time = 70.5315598464403, average_reward = 0.18327868852459017, time = 18.44482421875, reward = 0.737
Round 62: average_iterations = 106.46774193548387, average_time = 70.39461746523457, average_reward = 0.1803225806451613, time = 62.04113221168518, reward = 0.0
Round 63: average_iterations = 105.31746031746032, average_time = 69.55013487452553, average_reward = 0.18912698412698412, time = 17.192214250564575, reward = 0.735
Round 64: average_iterations = 106.28125, average_time = 70.44276888296008, average_reward = 0.186171875, time = 126.67871141433716, reward = 0.0
Round 65: average_iterations = 105.21538461538462, average_time = 69.71394139803373, average_reward = 0.19396923076923075, time = 23.068982362747192, reward = 0.693
Round 66: average_iterations = 105.96969696969697, average_time = 69.90972355279055, average_reward = 0.19103030303030302, time = 82.63556361198425, reward = 0.0
Round 67: average_iterations = 104.73134328358209, average_time = 69.05193662999281, average_reward = 0.19919402985074625, time = 12.437999725341797, reward = 0.738
Round 68: average_iterations = 104.66176470588235, average_time = 69.03345913045547, average_reward = 0.19626470588235292, time = 67.79546666145325, reward = 0.0
Round 69: average_iterations = 103.89855072463769, average_time = 68.57258670226388, average_reward = 0.20428985507246375, time = 37.233261585235596, reward = 0.75
Round 70: average_iterations = 103.41428571428571, average_time = 68.21138543742043, average_reward = 0.21115714285714285, time = 43.28849816322327, reward = 0.685
Round 71: average_iterations = 104.46478873239437, average_time = 68.64869286980428, average_reward = 0.2081830985915493, time = 99.26021313667297, reward = 0.0
Round 72: average_iterations = 105.375, average_time = 68.95985139740839, average_reward = 0.20529166666666665, time = 91.0521068572998, reward = 0.0
Round 73: average_iterations = 105.72602739726027, average_time = 69.07291166096518, average_reward = 0.2024794520547945, time = 77.21325063705444, reward = 0.0
Round 74: average_iterations = 105.95945945945945, average_time = 69.31824891631668, average_reward = 0.19974324324324322, time = 87.22786855697632, reward = 0.0
Round 75: average_iterations = 106.53333333333333, average_time = 69.42238456408182, average_reward = 0.19707999999999998, time = 77.128422498703, reward = 0.0
Round 76: average_iterations = 107.1842105263158, average_time = 69.65382209577058, average_reward = 0.19448684210526315, time = 87.01163697242737, reward = 0.0
Round 77: average_iterations = 106.93506493506493, average_time = 69.39469482372334, average_reward = 0.19196103896103894, time = 49.701022148132324, reward = 0.0
Round 78: average_iterations = 107.11538461538461, average_time = 69.43587215741475, average_reward = 0.18949999999999997, time = 72.60652685165405, reward = 0.0
Round 79: average_iterations = 107.0, average_time = 69.37052473539039, average_reward = 0.1871012658227848, time = 64.27342581748962, reward = 0.0
Round 80: average_iterations = 107.425, average_time = 69.83962318003178, average_reward = 0.1847625, time = 106.89840030670166, reward = 0.0
Round 81: average_iterations = 107.9753086419753, average_time = 70.00313408286483, average_reward = 0.18248148148148147, time = 83.08400630950928, reward = 0.0
Round 82: average_iterations = 108.8170731707317, average_time = 70.48723906133233, average_reward = 0.1802560975609756, time = 109.6997423171997, reward = 0.0
Round 83: average_iterations = 107.7710843373494, average_time = 69.78582098685115, average_reward = 0.1869036144578313, time = 12.269538879394531, reward = 0.732
Round 84: average_iterations = 108.23809523809524, average_time = 70.09274061520894, average_reward = 0.18467857142857141, time = 95.56706976890564, reward = 0.0
Round 85: average_iterations = 107.97647058823529, average_time = 69.91727287909563, average_reward = 0.18250588235294116, time = 55.177983045578, reward = 0.0
Round 86: average_iterations = 107.88372093023256, average_time = 69.70857382652372, average_reward = 0.18038372093023253, time = 51.969154357910156, reward = 0.0
Round 87: average_iterations = 107.2183908045977, average_time = 69.28003630966975, average_reward = 0.1849655172413793, time = 32.42580986022949, reward = 0.579
Round 88: average_iterations = 107.36363636363636, average_time = 69.262507755648, average_reward = 0.19132954545454545, time = 67.73752355575562, reward = 0.745
Round 89: average_iterations = 107.02247191011236, average_time = 68.96349277389183, average_reward = 0.18917977528089888, time = 42.650174379348755, reward = 0.0
Round 90: average_iterations = 106.83333333333333, average_time = 68.77935699356927, average_reward = 0.1870777777777778, time = 52.39127254486084, reward = 0.0
Round 91: average_iterations = 106.82417582417582, average_time = 68.52342974484621, average_reward = 0.185021978021978, time = 45.48997735977173, reward = 0.0
Round 92: average_iterations = 106.3695652173913, average_time = 68.09997688687366, average_reward = 0.1830108695652174, time = 29.56576681137085, reward = 0.0
Round 93: average_iterations = 106.23655913978494, average_time = 67.99492785751178, average_reward = 0.18843010752688172, time = 58.33041715621948, reward = 0.687
Round 94: average_iterations = 105.94680851063829, average_time = 67.86933143849069, average_reward = 0.19382978723404257, time = 56.1888644695282, reward = 0.696
Round 95: average_iterations = 106.73684210526316, average_time = 68.43457796950089, average_reward = 0.19178947368421057, time = 121.56775188446045, reward = 0.0
Round 96: average_iterations = 106.91666666666667, average_time = 68.61920538544655, average_reward = 0.1897916666666667, time = 86.15880990028381, reward = 0.0
Round 97: average_iterations = 107.63917525773196, average_time = 68.96825774428771, average_reward = 0.18783505154639177, time = 102.47728419303894, reward = 0.0
Round 98: average_iterations = 107.75510204081633, average_time = 68.876829748251, average_reward = 0.1859183673469388, time = 60.00831413269043, reward = 0.0
Round 99: average_iterations = 108.18181818181819, average_time = 69.32767326904066, average_reward = 0.18404040404040406, time = 113.510338306427, reward = 0.0
Round 100: average_iterations = 108.11, average_time = 69.13822311878204, average_reward = 0.18220000000000003, time = 50.38265824317932, reward = 0.0
